date,No. of days,txVolume,txCount,marketcap,exchangeVolume,generatedCoins,fees,Bitcoin Google Trends,Price,GDPC1
3/31/2014,338,239829385.9,55643,5816910000,28254000,3825,10.75929001,7,457,175
4/1/2014,339,335021025.2,64786,5752280000,35685800,4225,12.36229014,7,478,177
4/2/2014,340,284840258.1,62692,6032970000,49647600,4400,12.2123983,7,437,177
4/3/2014,341,309924253.3,67547,5497550000,40765500,4850,13.42332706,7,445,177
4/4/2014,342,303358410,65925,5615980000,22925500,5050,13.03164543,7,448,177
4/5/2014,343,254137646.3,67062,5630890000,13404500,5000,14.0191932,7,462,177
4/6/2014,344,280457681.3,57099,5843670000,10241400,4450,11.60986386,6,461,177
4/7/2014,345,165557427,48704,5821160000,15616600,3450,9.84415154,6,449,177
4/8/2014,346,189969181.4,62774,5648000000,10921600,3775,13.81118106,6,453,177
4/9/2014,347,175310018.4,68833,5719730000,13204400,3750,14.76637153,6,443,177
4/10/2014,348,175676279.5,64555,5583670000,55868300,3725,13.42250642,6,365,177
4/11/2014,349,310278530.6,67181,4593400000,62562800,4250,21.01807392,6,421,177
4/12/2014,350,325395138.1,68456,5317310000,19226500,3925,14.7979968,6,421,177
4/13/2014,351,166796755.1,50108,5326230000,22493500,3950,9.51902101,6,414,177
4/14/2014,352,160242648.3,49638,5244350000,50730200,5000,9.4623028,6,459,177
4/15/2014,353,277400329.1,66848,5797070000,49561000,4625,15.20910851,6,516,177
4/16/2014,354,319052599.6,73071,6606460000,56480100,4650,16.26960212,6,527,177
4/17/2014,355,382812413.5,68424,6695650000,34025500,3850,14.7029191,6,496,177
4/18/2014,356,360281158.7,65777,6276700000,19042400,4400,14.96413901,6,480,177
4/19/2014,357,328610811.3,56907,6073340000,19588200,3875,12.22375652,6,502,177
4/20/2014,358,258170972.8,55652,6356070000,12103100,3925,12.96836491,5,498,177
4/21/2014,359,188324947.6,49236,6307460000,15171400,4275,10.830172,5,496,177
4/22/2014,360,332884196.9,60352,6280640000,11670900,4525,13.09900625,5,488,177
4/23/2014,361,362487776.8,72777,6192560000,9814530,3875,14.32268499,5,491,177
4/24/2014,362,341387614.4,72210,6225860000,13009400,4225,14.30181519,5,500,177
4/25/2014,363,215115175.6,72584,6345230000,46856500,3725,14.98849578,5,461,177
4/26/2014,364,231222305.8,74038,5860330000,12214600,4150,13.81153254,5,459,177
4/27/2014,365,146045779.9,53500,5805530000,10949500,4325,9.59981721,5,436,177
4/28/2014,366,112094015.1,52175,5470650000,23876600,4375,11.59080091,5,440,177
4/29/2014,367,217551844.4,63632,5590030000,16401400,4025,12.47855034,5,447,177
4/30/2014,368,218150038.9,64941,5679680000,15244900,4000,12.76976638,5,448,177
5/1/2014,369,198007491.8,63093,5690670000,12871800,3800,12.19043169,5,458,177
5/2/2014,370,193058935.7,59248,5816390000,10394200,4000,11.52604616,5,449,177
5/3/2014,371,239563844.6,61290,5716960000,9849640,4225,11.85861524,5,438,177
5/4/2014,372,234423784.9,55608,5580030000,5621260,3600,10.83551018,5,436,177
5/5/2014,373,181000114.1,50453,5534140000,10004800,3850,9.82022025,5,433,177
5/6/2014,374,238094671.5,65494,5517460000,12507300,3150,12.97070526,5,429,177
5/7/2014,375,276887772.6,76078,5468310000,18332200,4775,14.96668586,5,439,177
5/8/2014,376,325311301.3,69353,5588990000,9446580,3900,13.4069598,5,440,177
5/9/2014,377,559463326,69428,5609930000,10347900,4075,13.74177753,5,449,177
5/10/2014,378,582081134.8,66333,5742830000,6682600,4075,15.68761804,5,454,177
5/11/2014,379,286841776.6,58170,5789010000,12251700,4325,10.38827803,4,439,177
5/12/2014,380,196836268.2,53514,5591520000,7383770,4250,9.97526277,4,441,177
5/13/2014,381,223601360,70472,5634510000,7682670,3825,12.69270545,4,441,177
5/14/2014,382,284665662.1,69847,5624310000,9472960,4300,12.96985708,4,444,177
5/15/2014,383,259047966.2,69552,5671210000,7362980,3650,12.10264809,4,447,177
5/16/2014,384,327911313.2,72884,5714640000,6475100,4150,12.48583989,4,448,177
5/17/2014,385,305181691.8,69004,5725990000,2945790,4700,12.01678574,4,449,177
5/18/2014,386,202858787,54394,5735400000,2857830,4375,9.71980158,5,446,177
5/19/2014,387,122147221.6,49422,5703760000,6242620,4150,8.70558876,5,446,177
5/20/2014,388,225381863.2,60924,5708560000,40327500,4250,10.8997177,5,486,177
5/21/2014,389,647254024.3,69956,6215880000,14626000,4450,12.7684754,5,492,177
5/22/2014,390,400519798.6,71620,6297990000,33086500,4500,13.65267612,5,525,177
5/23/2014,391,373856971.4,71593,6731160000,34934700,4275,12.47327407,5,520,177
5/24/2014,392,606054644.1,72923,6673600000,11499300,3775,12.85154887,5,525,177
5/25/2014,393,525112848,56687,6729120000,47010300,4175,11.90626576,5,572,177
5/26/2014,394,452088171.4,54733,7322870000,29959800,3875,9.66849612,5,583,177
5/27/2014,395,372995413.9,65263,7468620000,38032000,4100,12.17277033,5,571,177
5/28/2014,396,497341508.4,69060,7333770000,19289000,3400,12.34084523,5,577,177
5/29/2014,397,485856082.2,71994,7392820000,18707800,4450,13.55060879,5,568,177
5/30/2014,398,401088178.4,66358,7290240000,31985400,3250,12.25415342,5,615,177
5/31/2014,399,525412702.2,66172,7902400000,15107100,4150,11.83879136,5,624,177
6/1/2014,400,359176094,53375,8007450000,45259100,3800,9.8952074,5,630,177
6/2/2014,401,446804004.6,53421,8086630000,45450200,4325,10.67187469,5,661,177
6/3/2014,402,550080720.6,62037,8486730000,40653700,4750,11.14962109,5,668,177
6/4/2014,403,557287907.4,69112,8569660000,37731500,4350,13.57737067,5,642,177
6/5/2014,404,578796926.3,66131,8242230000,29621300,4750,12.18560823,5,659,177
6/6/2014,405,609943278.8,67460,8478870000,18680100,3650,12.41392887,5,654,177
6/7/2014,406,723317408.4,63108,8407050000,15855300,3475,11.07770458,5,655,177
6/8/2014,407,356389216.8,52711,8428530000,8614190,3975,9.02463194,5,656,177
6/9/2014,408,488241603.1,47256,8439070000,19065400,3650,8.70155338,5,649,177
6/10/2014,409,215856365.2,56526,8369550000,17913400,3400,10.38668679,5,653,177
6/11/2014,410,335497311.7,64370,8412780000,25163800,4400,12.02444471,5,633,177
6/12/2014,411,289846705.2,62399,8160590000,50818800,3725,11.15721631,5,587,177
6/13/2014,412,502925870.9,62964,7548170000,35700700,3975,12.61281212,5,600,177
6/14/2014,413,528211506.7,64041,7744580000,38481200,4200,11.84162986,5,577,177
6/15/2014,414,263077992.8,58056,7427200000,23580900,4325,9.82417672,5,593,177
6/16/2014,415,231788938,53365,7645650000,28677500,4800,9.26131378,5,592,177
6/17/2014,416,417523975.9,66112,7634710000,18597300,4950,11.26181368,5,611,177
6/18/2014,417,249660678.1,66779,7872150000,17862000,4450,11.96758603,5,608,177
6/19/2014,418,303315500.8,66501,7852650000,12803800,4125,12.07779938,5,598,177
6/20/2014,419,375006983,62956,7717370000,18134100,3875,12.77043227,5,594,177
6/21/2014,420,326485361.9,58543,7672030000,9256290,4625,11.10276006,5,595,177
6/22/2014,421,268323764.7,51463,7703560000,10877700,4775,9.08959598,4,602,177
6/23/2014,422,293090372.6,49501,7787160000,14053800,4625,9.21456903,4,594,177
6/24/2014,423,276680058.5,58270,7683850000,14144900,4125,10.20047146,4,582,177
6/25/2014,424,482740714.8,64879,7529260000,20687700,4875,11.88412126,4,566,177
6/26/2014,425,272378520.9,64445,7329110000,14655900,4775,11.7934477,4,581,177
6/27/2014,426,266313165.6,60460,7527840000,20814600,4150,10.80215378,4,597,177
6/28/2014,427,250247032.8,61810,7761630000,13398100,4600,10.21738742,4,597,177
6/29/2014,428,196013292.7,56815,7728190000,8897470,4875,9.8441799,5,603,177
6/30/2014,429,189484965.1,51869,7812050000,46422400,4250,8.99489011,5,640,177
7/1/2014,430,352570717.8,65238,8316770000,38446300,3250,11.33294482,5,641,179
7/2/2014,431,556263654.8,68895,8314310000,25768200,3200,12.07605576,5,651,179
7/3/2014,432,533769046.2,66272,8442770000,18949000,3575,13.54193824,5,645,179
7/4/2014,433,380771059.3,64050,8365570000,22237200,3250,11.21728619,5,631,179
7/5/2014,434,211909420.1,61336,8177490000,9105940,4225,10.51755738,5,631,179
7/6/2014,435,243336975.5,49118,8203530000,10080000,3725,8.25709844,4,636,179
7/7/2014,436,195108672.1,52597,8253710000,17813600,3650,9.22978024,4,624,179
7/8/2014,437,246118805.6,61719,8088590000,10005500,3525,10.61842054,4,625,179
7/9/2014,438,213759991.5,70761,8125370000,9819150,4025,12.44220424,4,625,179
7/10/2014,439,239652651.9,69260,8122830000,15880700,4175,11.81089911,4,617,179
7/11/2014,440,293951487.4,64654,8019000000,16467100,3675,11.31451949,4,632,179
7/12/2014,441,224411693.1,57719,8219370000,13329000,3775,10.65731942,4,634,179
7/13/2014,442,258811643.4,54772,8252240000,11291000,4000,9.09317757,4,627,179
7/14/2014,443,263309704.4,53063,8155140000,12706800,4075,9.42808611,4,619,179
7/15/2014,444,249791236.4,60226,8071770000,10873200,3400,11.47548108,4,622,179
7/16/2014,445,325716826.8,70190,8100510000,13182400,3550,11.95214192,4,617,179
7/17/2014,446,307239522.4,65633,8031440000,16576700,4050,12.56884552,4,623,179
7/18/2014,447,252304075.1,69178,8110060000,14158100,4350,12.64218026,4,629,179
7/19/2014,448,284339370.2,62845,8201340000,7222030,4025,11.70719652,4,629,179
7/20/2014,449,164695100.7,58462,8196210000,5760120,4325,10.38917791,4,624,179
7/21/2014,450,140212515.2,53225,8138520000,10711900,4150,9.31406576,4,622,179
7/22/2014,451,213828429.8,62436,8119060000,9602880,3775,10.22037475,4,622,179
7/23/2014,452,187735313.6,65961,8106260000,11056600,3575,11.65709134,4,619,179
7/24/2014,453,202680552,67440,8087290000,20917200,3600,11.05753961,4,602,179
7/25/2014,454,269080088.2,66626,7854660000,12279500,3675,10.93671459,4,601,179
7/26/2014,455,261383916.6,62765,7857510000,10752900,4075,10.2517952,4,596,179
7/27/2014,456,174305865.4,58002,7782830000,7774230,3300,9.38360227,4,594,179
7/28/2014,457,110104162.5,50710,7765040000,19316400,4050,8.56969381,4,586,179
7/29/2014,458,233197830.8,62038,7655040000,11275400,3375,9.97314734,4,585,179
7/30/2014,459,251053530,61859,7646630000,14898800,3800,10.34068473,4,567,179
7/31/2014,460,199865475.2,66221,7421870000,22467900,4500,11.14404683,4,586,179
8/1/2014,461,201067650.5,65066,7670500000,18215900,3600,10.59741002,4,595,179
8/2/2014,462,232194332.6,71462,7786620000,8359080,3900,11.24535953,4,589,179
8/3/2014,463,182487689.5,58564,7710420000,9917990,4250,9.1471919,4,587,179
8/4/2014,464,205965610.5,51919,7677850000,9867570,3800,8.27710489,4,589,179
8/5/2014,465,175249375.5,64843,7716120000,10790800,3425,10.45938306,4,585,179
8/6/2014,466,276340306.6,74722,7678040000,14497900,3300,12.53650448,4,585,179
8/7/2014,467,233833172.4,77830,7663290000,11131400,3825,12.77768616,4,589,179
8/8/2014,468,211276331,69903,7721090000,11072000,4025,11.11430832,4,593,179
8/9/2014,469,148512857.7,69610,7770550000,7922070,3975,11.26024719,4,589,179
8/10/2014,470,206749300.6,62372,7730000000,7555310,4275,9.70650054,5,591,179
8/11/2014,471,165136397,56139,7760290000,14764200,4450,9.40242291,5,576,179
8/12/2014,472,260817637.8,72487,7569070000,13978200,4600,11.95858646,5,570,179
8/13/2014,473,337780055.1,77933,7490990000,25777500,4475,12.42285842,5,547,179
8/14/2014,474,334286490.4,76479,7175190000,35803900,3925,12.80518318,5,506,179
8/15/2014,475,307065808.7,79877,6717150000,25598300,4375,12.48261996,5,497,179
8/16/2014,476,354797790.8,69074,6544250000,22832500,4050,10.87958428,5,520,179
8/17/2014,477,275942529.6,73382,6826520000,24300900,4250,14.3685366,5,492,179
8/18/2014,478,170850356.4,58741,6465210000,50783800,4125,37.23219012,5,461,179
8/19/2014,479,412888391.6,70887,6072520000,38422400,4575,11.26831538,5,485,179
8/20/2014,480,267558720.9,73732,6385230000,46527600,4950,12.64506108,5,512,179
8/21/2014,481,261490038.2,74262,6721410000,49444200,3950,12.26543871,5,517,179
8/22/2014,482,294677271.6,74380,6817460000,36563900,4225,11.68474022,5,514,179
8/23/2014,483,1606345451,67305,6764340000,25171900,3975,10.81624149,5,498,179
8/24/2014,484,281454392.4,59124,6567300000,19441700,4000,8.97282322,4,508,179
8/25/2014,485,180079035.9,56564,6700090000,18356700,4000,9.00087385,4,503,179
8/26/2014,486,384287039.4,66541,6626970000,23235100,3275,15.94493501,4,512,179
8/27/2014,487,886748484.6,73675,6756340000,22648500,4400,11.54143926,4,511,179
8/28/2014,488,704935229.3,73326,6741320000,19862000,3800,11.59565324,4,508,179
8/29/2014,489,333330560.9,69083,6711080000,17624800,4475,10.930889,4,509,179
8/30/2014,490,245580466.3,67248,6715420000,9424070,4350,10.26840434,4,504,179
8/31/2014,491,255765732,64168,6642630000,44632300,4275,9.59588597,5,478,179
9/1/2014,492,203950255,58321,6313120000,20432000,4825,8.91984001,5,475,179
9/2/2014,493,270006286,67148,6270970000,23337900,3625,10.49616671,5,477,179
9/3/2014,494,216248467.5,70486,6304370000,13342200,3550,11.31693449,5,478,179
9/4/2014,495,189895744.5,74005,6317100000,26081400,4375,11.5879174,5,490,179
9/5/2014,496,163272763,70501,6477530000,15302500,3950,11.08380029,5,483,179
9/6/2014,497,160729704.4,67144,6395630000,10601400,3550,10.86692596,5,485,179
9/7/2014,498,141921029.4,64830,6421460000,8994050,4425,10.01473118,5,482,179
9/8/2014,499,117304686,61058,6379410000,30238000,3925,19.77283189,5,475,179
9/9/2014,500,207654690.3,73413,6289350000,21447800,3925,11.49393379,5,475,179
9/10/2014,501,180649782.4,78522,6299070000,22787800,3300,13.03758738,5,479,179
9/11/2014,502,191993500.4,75781,6355700000,16852900,3875,14.38282186,5,480,179
9/12/2014,503,155081825.4,66931,6357290000,15437200,4275,10.25164404,5,478,179
9/13/2014,504,162514811.6,65856,6335400000,15588000,3925,10.38622762,5,479,179
9/14/2014,505,118437788.2,62531,6355140000,13105500,4425,9.8613517,4,478,179
9/15/2014,506,131700951.9,67717,6339090000,15345200,4150,10.74595875,4,475,179
9/16/2014,507,148033700.7,75542,6302440000,16797300,3875,12.2456938,4,466,179
9/17/2014,508,152796053.7,87098,6185010000,21056800,4125,14.45881495,4,457,179
9/18/2014,509,150074135.1,79584,6067610000,34483200,4700,12.21467526,4,424,179
9/19/2014,510,203116424,79049,5634440000,37919700,4475,12.40376755,4,395,179
9/20/2014,511,241068486.7,71239,5245150000,36863600,4275,11.04396275,4,409,179
9/21/2014,512,232708130.2,61977,5425180000,26580100,4125,9.91822453,5,399,179
9/22/2014,513,281224225.7,60476,5307360000,24127600,4400,9.45779944,5,402,179
9/23/2014,514,156292713.5,71776,5348840000,45099500,4000,11.4113252,5,436,179
9/24/2014,515,183970684,75051,5798220000,30627700,3850,12.43653356,5,423,179
9/25/2014,516,158345871.6,76447,5632260000,26814400,3925,12.51321001,5,412,179
9/26/2014,517,152421902.1,78287,5477970000,21460800,4175,13.30083893,5,404,179
9/27/2014,518,159800204.8,72847,5374500000,15029300,3725,47.50781177,5,400,179
9/28/2014,519,107160973.3,65272,5321420000,23613300,3200,11.09466969,5,377,179
9/29/2014,520,117780627.3,62254,5022360000,32497700,3300,10.86970122,5,375,179
9/30/2014,521,194804915.1,74393,5012450000,34707300,3475,11.61476265,5,387,179
10/1/2014,522,176923603.1,77883,5165060000,26229400,3850,12.28103848,5,384,180
10/2/2014,523,188910271.5,79499,5120700000,21777700,3800,12.81336375,5,375,180
10/3/2014,524,149126937.7,72862,5004540000,30901200,3575,11.53256294,5,360,180
10/4/2014,525,145434215.1,73302,4801920000,47236500,3575,11.80000295,5,329,180
10/5/2014,526,184515223.7,69515,4389890000,83308100,3550,13.01703573,5,321,180
10/6/2014,527,250481876.1,66479,4277430000,79011800,4500,11.46473244,5,330,180
10/7/2014,528,351696410.5,76848,4414880000,49199900,3900,12.55101697,5,336,180
10/8/2014,529,253257406.9,78468,4489870000,54736300,3750,13.21794318,5,353,180
10/9/2014,530,237403273.5,79532,4713320000,83641100,3350,12.92178624,5,365,180
10/10/2014,531,291196111.3,78661,4874190000,43665700,3450,13.33227133,5,362,180
10/11/2014,532,254366119,85266,4831160000,13345200,4200,13.4470694,5,362,180
10/12/2014,533,224836363.9,65918,4849070000,17552800,3425,10.54079744,4,379,180
10/13/2014,534,140825348.9,62432,5055290000,35221400,3725,10.98608225,4,390,180
10/14/2014,535,248694250.1,74690,5241030000,38491500,3800,12.66306294,4,401,180
10/15/2014,536,235274043.8,83450,5366290000,25267100,3400,13.44951575,4,395,180
10/16/2014,537,194983430.1,76603,5281630000,26990000,3775,12.60889796,4,383,180
10/17/2014,538,197372478.6,73179,5125580000,13600700,3750,12.01439781,4,384,180
10/18/2014,539,201948984.6,72563,5143260000,11416800,3350,11.90630424,4,391,180
10/19/2014,540,148430880,67187,5242370000,5914570,4225,10.7205738,4,390,180
10/20/2014,541,111403026.3,62272,5216560000,16419000,3225,10.33493831,4,383,180
10/21/2014,542,199334435.7,80546,5126590000,14188900,3700,12.50595393,4,386,180
10/22/2014,543,171766208.6,79594,5177640000,11641300,3300,12.81319659,4,383,180
10/23/2014,544,203520648.8,79399,5136830000,26456900,4350,12.51589082,4,358,180
10/24/2014,545,204759791.6,82868,4811290000,15585700,3750,13.08960183,4,358,180
10/25/2014,546,161184784.5,76992,4812990000,18127500,3800,12.35884619,4,347,180
10/26/2014,547,178028116,74489,4665040000,11272500,4000,11.62312969,4,355,180
10/27/2014,548,124610216.8,71097,4764020000,13033000,3175,11.14531717,4,353,180
10/28/2014,549,162324154.3,80024,4744450000,7845880,3925,12.74345988,4,358,180
10/29/2014,550,150587886.8,87402,4797700000,18192700,3650,13.42275188,4,336,180
10/30/2014,551,195854324.6,93357,4511760000,30177900,3600,14.30178246,4,345,180
10/31/2014,552,165798910.1,90922,4638210000,12545400,4200,13.75005955,4,338,180
11/1/2014,553,147287073.4,88383,4554320000,16677200,4800,13.2566516,4,326,180
11/2/2014,554,169916184.7,73556,4386500000,8603620,4050,13.07513607,4,326,180
11/3/2014,555,104582915.7,73736,4380950000,12948500,3825,12.12091301,4,328,180
11/4/2014,556,145475491,87387,4403750000,15655500,4225,13.39352055,4,330,180
11/5/2014,557,204163067.5,91127,4452510000,19817200,4050,16.98828195,4,339,180
11/6/2014,558,290084204.3,86610,4571830000,18797000,3725,13.01255757,4,349,180
11/7/2014,559,186036938.1,92431,4712700000,16834200,3700,14.08289031,4,342,180
11/8/2014,560,221179184.5,87793,4610750000,8535470,3625,13.80418869,4,345,180
11/9/2014,561,132534016.4,74265,4655480000,24205600,3925,11.22685235,5,363,180
11/10/2014,562,139418821.3,71182,4884490000,30450100,3575,14.90129404,5,367,180
11/11/2014,563,230052309.7,85849,4934270000,15838900,3875,13.01936718,5,368,180
11/12/2014,564,211632387.4,87257,4964150000,45783200,3350,13.40411478,5,424,180
11/13/2014,565,320254886.2,92330,5765520000,58945000,3625,14.54467197,5,421,180
11/14/2014,566,394822878,96166,5647540000,29589200,3550,15.19410856,5,398,180
11/15/2014,567,447067958.8,88279,5395770000,15727500,3725,13.47337086,5,376,180
11/16/2014,568,217200081.1,73954,5060640000,11905600,3675,11.39279557,4,388,180
11/17/2014,569,209460318.6,73211,5246000000,41518800,3500,11.11933422,4,387,180
11/18/2014,570,212652588.8,86546,5239790000,32222500,3875,14.84459604,4,375,180
11/19/2014,571,297767932.5,85988,5053560000,18931800,3800,12.82592518,4,381,180
11/20/2014,572,218882646.4,87633,5141550000,25233200,3475,13.5012235,4,358,180
11/21/2014,573,276545638.8,87096,4839570000,29850100,3400,13.08943067,4,351,180
11/22/2014,574,357678083,86872,4755830000,15273000,3125,13.33517373,4,353,180
11/23/2014,575,231769707.2,74564,4778440000,15151600,3900,10.9986982,4,368,180
11/24/2014,576,136509410,75163,4966080000,30930100,3625,11.50755781,4,377,180
11/25/2014,577,188730550.5,85232,5101970000,25442200,3775,12.66627626,4,375,180
11/26/2014,578,282230564,84558,5091480000,18601700,3150,12.58952529,4,368,180
11/27/2014,579,240598804.9,86434,5018040000,8748030,3475,12.2579641,4,370,180
11/28/2014,580,214891196.6,84351,5004050000,22946500,3425,12.03016915,4,376,180
11/29/2014,581,387072600.6,86370,5097280000,15375600,3800,11.78410796,4,375,180
11/30/2014,582,263217772.6,80431,5090060000,9194440,3900,11.27120843,4,378,180
12/1/2014,583,263747581.3,82702,5128700000,11763000,3775,12.03636344,4,379,180
12/2/2014,584,322000588.4,94871,5143500000,12364100,3575,14.03650086,4,381,180
12/3/2014,585,379735583.5,99678,5178450000,13340100,3675,13.92613227,4,375,180
12/4/2014,586,349063491.6,98042,5098100000,14529600,2950,13.75338637,4,370,180
12/5/2014,587,315757300.7,98880,5014290000,15181800,3600,13.7457972,4,377,180
12/6/2014,588,344918544.9,91967,5115040000,7009320,3900,13.5739702,4,375,180
12/7/2014,589,208614428.4,81410,5090240000,6491650,3475,11.37937185,5,375,180
12/8/2014,590,216108408,80024,5093180000,18898700,3275,11.4256909,5,362,180
12/9/2014,591,483143553.6,85065,4917110000,32915500,3700,14.62974279,5,352,180
12/10/2014,592,339223470.3,90653,4786700000,16427700,3600,13.18413366,5,346,180
12/11/2014,593,320218592.2,89963,4681040000,32431300,3875,12.58213667,5,351,180
12/12/2014,594,233322110.9,83990,4770620000,16989800,3625,11.86967363,5,353,180
12/13/2014,595,214841186.9,80124,4792870000,11675900,3500,11.55407675,5,347,180
12/14/2014,596,216378828.6,78693,4717270000,12415200,3600,10.89519376,4,352,180
12/15/2014,597,182913138,76426,4781560000,17264200,3300,11.1907132,4,345,180
12/16/2014,598,236694710,95946,4705370000,30864900,3950,14.7926708,4,327,180
12/17/2014,599,265623695.8,97914,4450380000,37567900,3325,14.58261155,4,320,180
12/18/2014,600,288473253,96295,4355140000,39173000,3050,14.92854625,4,311,180
12/19/2014,601,330111884.4,98107,4238930000,23823100,3475,14.35912431,4,318,180
12/20/2014,602,267090641.6,93477,4327750000,20856700,3225,14.45380487,4,330,180
12/21/2014,603,210789852.4,91074,4491320000,15207600,3400,12.78457019,5,321,180
12/22/2014,604,143169143,80034,4376890000,22315100,3650,11.35623461,5,332,180
12/23/2014,605,284853814.1,88857,4527490000,16574200,3325,12.98388013,5,335,180
12/24/2014,606,306839156.3,101615,4561040000,15092300,4025,14.31958568,5,323,180
12/25/2014,607,222874928,88206,4397250000,9883640,3875,12.09897116,5,319,180
12/26/2014,608,207224023.6,68427,4355750000,16410500,4125,9.39670386,5,328,180
12/27/2014,609,164144833.4,73302,4472050000,15185200,3575,17.73122718,5,316,180
12/28/2014,610,191236068.8,78324,4317320000,11676600,4000,18.54694223,4,317,180
12/29/2014,611,194910201.4,74233,4339700000,12302500,4175,11.84155817,4,313,180
12/30/2014,612,205036018.4,80514,4272940000,12528300,4075,14.23960233,4,311,180
12/31/2014,613,286509222,85727,4249480000,13942900,3975,14.15059387,4,320,180
1/1/2015,614,270241407.5,82138,4380820000,8036550,3725,12.10893582,4,314,182
1/2/2015,615,129519075.6,57025,4295210000,7860650,4150,7.85606998,4,315,182
1/3/2015,616,183318793,74944,4307010000,33054400,3900,11.13155797,4,281,182
1/4/2015,617,202549547.3,85091,3847150000,55629100,4200,12.11478831,5,264,182
1/5/2015,618,276751663.7,83115,3628490000,43962800,4175,20.38312824,5,274,182
1/6/2015,619,286176534.7,94622,3759970000,23245700,4125,17.06459164,5,286,182
1/7/2015,620,302564112.1,87693,3918090000,24866800,3875,12.9069098,5,294,182
1/8/2015,621,331183549.2,91946,4029490000,19982500,3725,13.13392502,5,283,182
1/9/2015,622,380247392.4,102295,3869530000,18718600,3550,15.30602579,5,290,182
1/10/2015,623,277172596.8,102729,3937990000,15264300,3625,15.61045005,5,275,182
1/11/2015,624,242620392.8,108113,3764960000,18200800,3700,15.50159659,5,266,182
1/12/2015,625,315325291.4,91144,3649970000,18880300,3700,14.10013964,5,268,182
1/13/2015,626,210730252.7,96039,3668040000,72843900,3850,32.56580631,5,226,182
1/14/2015,627,272801061.9,100167,3072020000,97638700,2675,14.57769314,5,178,182
1/15/2015,628,471463580.9,106088,2427830000,81773500,3950,16.24703531,5,210,182
1/16/2015,629,527077849.2,118272,2870180000,38421000,3425,16.64675153,5,208,182
1/17/2015,630,309205452,108073,2853930000,23469700,3650,15.40894779,5,199,182
1/18/2015,631,248506045.1,89425,2747730000,30085100,3400,12.6526526,4,210,182
1/19/2015,632,197736626.6,85636,2905410000,18658300,3875,12.49909271,4,215,182
1/20/2015,633,189160841.7,96782,2925910000,24051100,3825,16.16006637,4,211,182
1/21/2015,634,294455052.5,96416,2905520000,29924600,2775,14.18615284,4,227,182
1/22/2015,635,304957405.8,102045,3125520000,33544600,3675,14.25492278,4,233,182
1/23/2015,636,278477582.6,92528,3211490000,24621700,3550,13.05774185,4,233,182
1/24/2015,637,235678059.3,88636,3200970000,24782500,3150,13.453513,4,248,182
1/25/2015,638,187783407.4,84834,3403300000,33582700,3000,11.55435036,5,254,182
1/26/2015,639,252009384.4,86601,3496650000,106794000,3175,13.04595188,5,273,182
1/27/2015,640,500597604.4,105747,3760210000,44399000,3225,16.19768785,5,263,182
1/28/2015,641,258027258.1,99829,3626050000,44352200,3550,14.02081171,5,234,182
1/29/2015,642,160442415.9,88337,3213920000,32213400,4025,12.05205882,5,234,182
1/30/2015,643,185011864,88452,3206940000,26605200,4200,11.89566045,5,226,182
1/31/2015,644,171313608.1,83439,3120490000,23348200,3475,11.55033011,5,217,182
2/1/2015,645,154246124.9,84680,2989460000,29128500,3950,12.31982067,4,227,182
2/2/2015,646,178810458.4,80534,3123010000,30612100,4200,11.3420001,4,238,182
2/3/2015,647,171823882.7,83135,3275110000,40783700,3675,12.06937625,4,227,182
2/4/2015,648,247730519.9,91982,3138700000,26594300,3450,13.13396104,4,227,182
2/5/2015,649,256494632.6,89581,3141730000,22516400,3850,12.45986726,4,217,182
2/6/2015,650,255859946.3,89560,2994350000,24435300,3850,12.57623249,4,222,182
2/7/2015,651,187451122.2,84060,3074140000,21604200,4425,11.48752352,4,228,182
2/8/2015,652,125260168.6,81842,3144920000,17145200,4125,11.52454814,4,223,182
2/9/2015,653,129271404.8,85153,3086220000,27791300,3225,11.93192935,4,220,182
2/10/2015,654,157119160.3,97571,3044180000,21115100,3925,13.88752032,4,220,182
2/11/2015,655,163128717.4,105651,3037370000,17201900,3750,14.58383643,4,219,182
2/12/2015,656,167574465.6,99317,3030990000,15206200,3875,14.74440892,4,222,182
2/13/2015,657,166370758,92777,3069830000,42744400,3250,13.38084918,4,235,182
2/14/2015,658,224027655.5,105049,3258210000,49732500,3475,16.02196785,4,257,182
2/15/2015,659,150296665.2,107122,3563290000,56552400,4100,16.34034372,5,235,182
2/16/2015,660,152344426.8,83928,3250240000,28153700,3475,13.62772672,5,234,182
2/17/2015,661,155654379,104430,3231750000,27363100,3925,15.40675656,5,244,182
2/18/2015,662,159729072.1,101868,3376060000,25200800,3800,15.69505877,5,236,182
2/19/2015,663,172097553.7,102002,3274980000,18270500,3975,14.83530028,5,240,182
2/20/2015,664,149994511.7,97591,3329190000,23876700,4200,13.91341413,5,244,182
2/21/2015,665,151484803.9,95355,3378660000,12284200,3950,14.74856785,5,245,182
2/22/2015,666,145515505.9,91012,3390510000,19527000,3500,13.36198115,4,236,182
2/23/2015,667,97798671.76,84608,3272880000,16400000,3800,12.19665865,4,239,182
2/24/2015,668,159669308.9,98949,3315370000,14200400,3425,14.05620907,4,239,182
2/25/2015,669,166554518.2,104506,3314640000,11496200,3400,14.73037716,4,237,182
2/26/2015,670,164242102.6,105429,3294030000,13619400,3975,15.10803303,4,236,182
